sayfa_sayisi,satis_sayisi,fiyati,indirim_yuzdesi,puan,kazanc,yorum_sayisi,toplam_gun
160,2284,11.39,37.0,18,6.62,43.0,1693
24,1179,3.9,35.0,6,2.1,33.0,730
32,599,17.39,37.0,38,10.11,19.0,434
24,676,5.11,36.0,10,2.89,18.0,670
32,584,18.03,37.0,40,10.47,26.0,352
16,1779,4.8,40.0,10,3.2,33.0,533
32,602,8.16,37.0,18,4.74,9.0,128
104,1723,3.25,35.0,6,1.75,45.0,722
12,1163,5.75,36.0,10,3.25,23.0,1261
32,1108,11.7,35.0,18,6.3,9.0,506
20,1252,5.4,40.0,10,3.6,37.0,708
83,1358,7.59,37.0,12,4.41,24.0,2131
384,2498,17.7,40.0,30,11.8,81.0,759
32,2358,7.2,40.0,14,4.8,67.0,719
16,1531,4.8,40.0,10,3.2,22.0,533
32,958,10.2,40.0,16,6.8,11.0,806
16,642,7.59,31.0,14,3.41,10.0,786
12,1709,14.52,27.0,20,5.38,50.0,1401
32,580,19.95,29.0,36,8.05,12.0,189
24,2006,3.21,23.0,6,0.96,71.0,5249
128,1476,3.25,35.0,6,1.75,31.0,1065
176,1591,11.39,37.0,18,6.62,38.0,2450
104,1149,13.63,35.0,22,7.37,9.0,1205
32,576,8.16,37.0,18,4.74,5.0,128
24,1721,4.8,40.0,10,3.2,42.0,591
24,1359,5.2,35.0,10,2.8,26.0,594
136,2734,3.25,35.0,6,1.75,78.0,455
59,1957,20.92,30.0,28,8.98,85.0,3660
32,565,13.8,40.0,26,9.2,10.0,606
96,2021,45.0,40.0,92,30.0,57.0,503
24,1404,5.2,35.0,10,2.8,23.0,594
35,1870,17.39,37.0,30,10.11,40.0,721
88,1517,3.25,35.0,6,1.75,39.0,792
160,2891,11.39,37.0,18,6.62,51.0,2586
32,2220,1.95,35.0,4,1.05,56.0,534
24,1114,9.1,35.0,14,4.9,20.0,1426
24,1512,5.2,35.0,10,2.8,36.0,712
104,1566,9.75,35.0,14,5.25,36.0,461
24,754,8.45,35.0,18,4.55,21.0,813
109,769,12.79,36.0,26,7.21,6.0,449
32,2130,1.95,35.0,4,1.05,43.0,534
24,1338,4.8,40.0,10,3.2,17.0,731
480,1305,44.88,40.0,86,30.12,30.0,771
20,1085,5.4,40.0,10,3.6,17.0,803
64,1848,3.25,35.0,6,1.75,45.0,969
103,2344,14.85,45.0,22,12.15,76.0,2554
248,1981,17.08,37.0,32,9.92,18.0,1738
16,619,7.59,31.0,14,3.41,19.0,786
80,1563,3.25,35.0,6,1.75,31.0,969
157,2307,11.39,37.0,18,6.62,40.0,2131
56,1752,3.25,35.0,6,1.75,41.0,716
40,668,7.52,48.0,16,6.98,16.0,590
24,1148,5.2,35.0,10,2.8,20.0,594
36,1629,12.02,35.0,16,6.48,28.0,475
16,1494,4.8,40.0,10,3.2,21.0,665
32,1080,20.46,36.0,34,11.54,24.0,849
184,5358,12.79,36.0,22,7.21,58.0,4210
223,12111,22.73,32.0,34,10.77,289.0,2927
20,1197,5.75,36.0,10,3.25,41.0,708
16,1896,3.57,23.0,8,1.06,85.0,750
184,1664,16.76,39.0,30,10.74,33.0,535
160,1654,11.39,37.0,18,6.62,22.0,1306
44,1021,16.45,37.0,26,9.56,38.0,751
12,989,12.59,37.0,22,7.31,36.0,958
152,2726,11.7,35.0,18,6.3,31.0,434
16,600,7.59,31.0,14,3.41,11.0,786
24,621,5.2,35.0,10,2.8,16.0,458
16,1342,4.8,40.0,10,3.2,12.0,665
96,2810,5.85,42.0,10,4.15,123.0,485
192,2872,11.39,37.0,18,6.62,39.0,2810
96,4005,6.0,40.0,12,4.0,54.0,614
304,1210,18.78,42.0,38,13.62,27.0,1626
400,2225,17.7,40.0,28,11.8,78.0,540
32,2195,1.95,35.0,4,1.05,56.0,534
32,1508,9.35,45.0,10,7.65,46.0,521
32,2516,1.95,35.0,4,1.05,82.0,1015
48,1614,6.96,37.0,10,4.04,25.0,2366
240,632,16.1,43.0,30,11.9,19.0,505
28,1072,7.67,36.0,14,4.33,25.0,398
32,532,8.86,37.0,20,5.15,12.0,695
112,992,8.4,40.0,12,5.6,13.0,602
80,1795,6.3,37.0,12,3.7,11.0,371
96,521,9.0,40.0,18,6.0,8.0,637
36,2250,17.9,36.0,30,10.1,59.0,785
32,2071,1.95,35.0,4,1.05,43.0,1015
32,1984,1.95,35.0,4,1.05,40.0,534
24,661,9.1,35.0,16,4.9,15.0,855
96,1830,9.0,40.0,18,6.0,36.0,645
8,1610,18.2,35.0,26,9.8,48.0,780
32,607,12.0,40.0,26,8.0,20.0,594
28,1363,7.8,35.0,14,4.2,42.0,678
510,2407,62.7,34.0,110,32.3,78.0,720
64,791,7.5,40.0,18,5.0,16.0,590
32,2157,9.0,40.0,16,6.0,60.0,1676
24,1454,5.2,35.0,10,2.8,32.0,632
44,1877,19.48,35.0,38,10.52,58.0,2973
16,561,7.26,34.0,14,3.74,14.0,786
32,1609,8.05,43.0,12,5.95,53.0,639
8,615,18.2,35.0,28,9.8,27.0,765
36,842,16.25,35.0,32,8.75,21.0,1006
208,1780,16.9,40.0,36,11.1,18.0,1124
80,1313,3.25,35.0,6,1.75,28.0,546
16,599,21.0,40.0,34,14.0,32.0,1185
36,565,15.0,40.0,32,10.0,18.0,239
36,1061,7.8,35.0,14,4.2,34.0,765
24,1418,5.2,35.0,10,2.8,35.0,647
175,910,9.59,54.0,14,11.41,18.0,2634
36,540,13.64,35.0,28,7.36,11.0,312
32,1714,7.76,48.0,18,7.24,44.0,1676
40,1256,7.8,35.0,8,4.2,22.0,535
36,565,11.04,31.0,20,4.96,25.0,785
84,779,2.9,59.0,10,4.1,12.0,594
144,1912,12.68,35.0,22,6.82,14.0,247
36,680,17.98,40.0,38,12.02,21.0,525
32,882,10.2,40.0,16,6.8,9.0,59
96,1605,9.0,40.0,14,6.0,30.0,503
32,508,8.16,37.0,18,4.74,3.0,128
24,1393,5.2,35.0,10,2.8,43.0,469
104,1782,3.25,35.0,6,1.75,39.0,965
568,1566,15.6,35.0,28,8.4,88.0,485
632,1827,22.1,35.0,36,11.9,96.0,532
56,555,5.85,35.0,12,3.15,21.0,96
24,1206,5.11,36.0,10,2.89,25.0,469
212,1388,15.6,35.0,22,8.4,24.0,162
24,1226,5.2,35.0,10,2.8,32.0,591
200,1738,15.34,36.0,20,8.66,22.0,437
108,1718,11.7,37.0,18,6.8,17.0,666
104,2300,11.37,35.0,16,6.13,14.0,532
96,2400,9.14,39.0,16,5.86,36.0,505
64,771,3.25,35.0,6,1.75,14.0,430
224,3453,22.73,32.0,34,10.77,59.0,1061
160,1806,11.39,37.0,18,6.62,23.0,1733
88,1427,3.25,35.0,6,1.75,39.0,433
128,4267,8.4,40.0,16,5.6,69.0,596
104,1108,3.25,35.0,6,1.75,26.0,661
32,1018,21.06,35.0,38,11.34,22.0,1144
32,2426,17.39,37.0,24,10.11,69.0,1017
32,495,8.16,37.0,18,4.74,8.0,128
64,680,15.58,40.0,34,10.42,13.0,728
160,1307,11.39,37.0,18,6.62,16.0,1052
204,2369,16.25,35.0,22,8.75,13.0,451
40,512,8.39,40.0,16,5.61,20.0,607
36,1104,19.23,35.0,38,10.4,15.0,1374
248,818,20.24,37.0,36,11.76,15.0,744
32,889,3.25,35.0,6,1.75,34.0,1287
88,512,13.68,31.0,28,6.22,11.0,576
184,1485,16.5,40.0,28,11.0,23.0,490
118,3086,7.67,36.0,14,4.33,29.0,487
24,1125,5.2,35.0,10,2.8,23.0,685
63,1203,9.75,35.0,16,5.25,12.0,507
136,1371,3.25,35.0,6,1.75,34.0,554
304,899,12.94,48.0,22,12.06,6.0,785
18,558,5.52,31.0,8,2.48,19.0,1492
48,636,6.3,37.0,14,3.7,5.0,371
272,816,12.94,48.0,22,12.06,11.0,1150
52,1133,16.23,35.0,34,8.77,17.0,1851
24,575,5.2,35.0,10,2.8,7.0,569
48,1190,6.96,37.0,10,4.04,31.0,2366
224,617,14.95,35.0,32,8.05,5.0,657
80,751,9.0,40.0,18,6.0,14.0,432
192,1827,10.5,40.0,18,7.0,28.0,218
32,1573,9.0,40.0,18,6.0,28.0,1676
272,942,13.2,40.0,28,8.8,19.0,262
208,1952,15.81,37.0,22,9.19,22.0,450
24,1007,5.2,35.0,10,2.8,18.0,632
48,1425,6.17,35.0,10,3.33,25.0,579
120,2390,12.02,35.0,16,6.48,17.0,554
184,1518,8.95,36.0,16,5.05,66.0,803
24,678,7.79,40.0,16,5.21,15.0,369
32,2678,1.95,35.0,4,1.05,80.0,1015
24,1257,5.2,35.0,10,2.8,21.0,660
96,474,9.0,40.0,18,6.0,6.0,637
32,2213,1.95,35.0,4,1.05,68.0,1015
96,5357,9.1,35.0,12,4.9,63.0,2189
80,1524,14.3,35.0,22,7.7,18.0,1206
480,2019,45.0,40.0,92,30.0,50.0,775
96,499,3.25,35.0,6,1.75,11.0,393
32,598,7.8,40.0,16,5.2,11.0,458
36,478,7.8,35.0,16,4.2,10.0,728
304,967,14.73,41.0,22,10.27,9.0,932
92,1450,9.49,37.0,12,5.51,12.0,547
32,643,10.75,37.0,20,6.25,12.0,1871
128,851,13.0,35.0,22,7.0,13.0,669
56,1870,15.34,36.0,28,8.66,22.0,507
32,639,23.98,40.0,50,16.02,12.0,372
12,1149,14.52,27.0,16,5.38,34.0,1401
192,485,51.04,42.0,110,36.96,4.0,274
256,813,20.8,35.0,38,11.2,12.0,265
120,863,3.0,40.0,6,2.0,19.0,703
32,1882,17.86,35.0,26,9.64,58.0,917
22,1148,8.4,40.0,16,5.6,37.0,965
288,896,18.0,35.0,34,9.69,16.0,829
24,1189,5.11,36.0,10,2.89,13.0,591
140,5879,7.92,34.0,16,4.08,72.0,3328
232,2020,23.38,35.0,34,12.62,24.0,1094
24,1033,5.2,35.0,10,2.8,12.0,685
24,601,5.2,35.0,10,2.8,11.0,674
96,457,8.99,40.0,18,6.01,10.0,637
460,1002,30.07,30.0,54,12.93,20.0,521
32,1982,27.87,38.0,38,17.13,64.0,442
480,941,38.96,35.0,70,21.04,11.0,780
144,469,13.92,37.0,32,8.09,5.0,300
16,739,4.31,43.0,8,3.19,24.0,369
80,1473,9.75,35.0,14,5.25,17.0,162
24,1115,5.2,35.0,10,2.8,13.0,632
40,456,27.3,30.0,58,11.7,10.0,317
464,1650,39.95,39.0,48,25.05,55.0,659
24,788,3.9,35.0,6,2.1,14.0,665
160,502,20.8,35.0,44,11.2,5.0,204
32,847,5.85,35.0,10,3.15,25.0,685
840,768,60.09,37.0,94,34.91,15.0,1426
96,766,3.25,35.0,6,1.75,23.0,661
10,733,18.2,35.0,28,9.8,20.0,1427
24,1502,5.11,36.0,10,2.89,45.0,685
32,593,13.0,35.0,22,7.0,23.0,614
32,454,9.75,35.0,20,5.25,11.0,292
40,1548,22.75,35.0,38,12.25,51.0,1670
32,460,8.16,37.0,18,4.74,4.0,128
12,1186,5.69,37.0,10,3.31,32.0,1285
96,1194,3.25,35.0,6,1.75,27.0,1065
480,754,27.3,39.0,56,17.7,11.0,736
36,460,7.2,40.0,16,4.8,12.0,728
32,507,7.8,35.0,16,4.2,21.0,573
132,2016,10.4,35.0,16,5.6,17.0,485
135,2436,19.8,34.0,32,10.2,26.0,5628
64,2243,3.25,35.0,8,1.75,45.0,388
32,451,15.0,25.0,28,5.0,14.0,441
120,897,8.4,40.0,16,5.6,9.0,450
96,503,3.25,35.0,6,1.75,8.0,393
88,1345,3.25,35.0,6,1.75,43.0,716
155,1994,11.39,37.0,18,6.62,38.0,2157
120,1538,13.92,37.0,26,8.09,8.0,1540
304,1120,76.7,35.0,128,41.3,26.0,232
112,1607,38.78,33.0,60,19.22,68.0,1098
31,1530,6.0,40.0,12,4.0,49.0,589
24,1152,5.11,36.0,10,2.89,20.0,770
64,1232,8.45,35.0,14,4.55,26.0,532
36,1448,24.2,41.0,52,16.8,73.0,1330
32,453,8.16,37.0,18,4.74,10.0,128
32,1023,7.2,40.0,14,4.8,44.0,589
32,2297,1.95,35.0,4,1.05,65.0,1015
24,1250,4.99,23.0,8,1.49,49.0,4791
32,919,3.0,40.0,6,2.0,38.0,1288
240,720,21.06,35.0,40,11.34,8.0,1343
112,3293,8.98,36.0,12,5.02,62.0,2189
48,1151,6.17,35.0,10,3.33,21.0,660
32,443,6.5,35.0,12,3.5,10.0,247
136,2692,9.78,43.0,16,7.23,13.0,435
112,737,8.54,37.0,20,4.96,12.0,702
36,693,13.8,40.0,30,9.2,19.0,525
24,1100,5.2,35.0,10,2.8,15.0,647
280,1621,17.08,37.0,32,9.92,15.0,1738
72,877,15.81,37.0,26,9.19,19.0,1339
24,1880,4.76,41.0,10,3.24,55.0,631
96,3490,9.1,35.0,12,4.9,43.0,2189
10,427,34.79,37.0,62,20.21,4.0,424
96,1209,3.25,35.0,6,1.75,26.0,722
136,1157,7.2,40.0,12,4.8,17.0,786
128,3675,12.23,32.0,20,5.77,57.0,799
207,3333,19.58,30.0,28,8.42,97.0,2097
80,1533,14.3,35.0,22,7.7,18.0,619
32,2122,1.95,35.0,4,1.05,61.0,534
24,1255,5.2,35.0,10,2.8,25.0,687
24,980,5.2,35.0,10,2.8,16.0,469
24,1125,5.2,35.0,10,2.8,7.0,632
232,1653,17.08,37.0,32,9.92,21.0,1738
320,1206,42.0,40.0,76,28.0,38.0,437
24,1410,4.99,23.0,10,1.49,46.0,3650
48,825,6.17,35.0,10,3.33,15.0,456
24,1137,5.2,35.0,10,2.8,16.0,731
112,1924,4.55,35.0,10,2.45,34.0,388
32,664,12.95,44.0,24,10.05,19.0,4984
180,2408,15.34,36.0,26,8.66,32.0,4468
24,476,6.0,40.0,12,4.0,7.0,541
160,2017,11.39,37.0,18,6.62,36.0,3284
56,1198,25.32,35.0,40,13.68,24.0,310
104,1204,9.0,40.0,16,6.0,16.0,434
24,1092,5.2,35.0,10,2.8,21.0,897
304,1493,13.72,45.0,22,11.28,33.0,1031
56,650,2.9,59.0,10,4.1,12.0,594
128,1103,20.44,36.0,34,11.56,27.0,1185
56,734,9.42,35.0,16,5.08,9.0,471
32,782,5.85,35.0,10,3.15,15.0,685
152,2788,11.39,37.0,18,6.62,60.0,2924
277,2949,18.2,35.0,30,9.8,112.0,941
48,974,6.96,37.0,10,4.04,15.0,2366
24,1260,5.2,35.0,10,2.8,18.0,594
60,501,21.28,24.0,34,6.72,11.0,1164
32,1402,7.8,35.0,14,4.2,41.0,825
68,1334,9.75,35.0,12,5.25,7.0,171
24,780,6.0,40.0,12,4.0,18.0,784
32,2873,1.95,35.0,4,1.05,113.0,1015
255,2326,16.62,36.0,28,9.38,36.0,437
56,1648,15.34,36.0,28,8.66,18.0,171
188,815,9.5,50.0,14,9.5,17.0,1646
40,418,16.9,35.0,32,9.1,6.0,321
32,2070,9.0,40.0,36,6.0,71.0,670
152,1642,12.65,37.0,28,7.35,11.0,1772
80,649,3.5,50.0,6,3.5,9.0,461
80,2187,9.75,35.0,12,5.25,32.0,670
96,2428,4.88,35.0,6,2.63,55.0,632
16,1291,5.2,35.0,10,2.8,28.0,533
60,467,5.85,35.0,12,3.15,8.0,497
119,658,3.49,30.0,6,1.5,8.0,811
88,1100,3.25,35.0,6,1.75,24.0,1065
16,1163,5.11,36.0,10,2.89,12.0,1031
24,980,5.2,35.0,10,2.8,15.0,685
40,1152,10.7,30.0,20,4.57,19.0,1403
24,1177,5.2,35.0,10,2.8,21.0,594
320,429,88.69,31.0,178,40.31,10.0,159
208,1524,16.9,40.0,36,11.1,17.0,1124
96,405,9.0,40.0,18,6.0,7.0,637
176,1466,16.5,34.0,26,8.5,10.0,1102
96,1271,9.0,40.0,18,6.0,18.0,1350
96,806,6.5,35.0,12,3.5,12.0,730
24,651,18.2,35.0,30,9.8,15.0,1061
32,2166,1.95,35.0,4,1.05,55.0,1015
96,1373,45.0,40.0,88,30.0,27.0,779
32,2118,1.95,35.0,4,1.05,43.0,1015
32,403,20.93,30.0,44,8.97,1.0,143
96,1207,3.01,35.0,6,1.62,44.0,433
32,1104,6.5,35.0,12,3.5,42.0,494
96,405,13.0,35.0,26,7.0,7.0,300
160,1160,13.2,34.0,20,6.8,10.0,1196
32,2228,1.95,35.0,4,1.05,52.0,1015
200,1122,16.9,40.0,36,11.1,8.0,758
144,563,14.3,35.0,30,7.7,20.0,633
152,1693,13.19,40.0,18,8.81,26.0,296
24,1412,5.2,35.0,10,2.8,49.0,685
96,1192,3.25,35.0,6,1.75,53.0,722
48,3007,4.8,40.0,8,3.2,59.0,818
200,1370,16.9,40.0,36,11.1,13.0,794
176,2544,13.0,35.0,18,7.0,53.0,383
64,458,4.95,45.0,12,4.05,0.0,171
24,871,5.2,35.0,10,2.8,6.0,591
112,1439,11.37,35.0,14,6.13,10.0,554
24,1080,5.2,35.0,10,2.8,15.0,591
40,926,25.02,35.0,42,13.48,18.0,682
24,1245,5.2,35.0,10,2.8,39.0,632
144,4629,8.58,34.0,18,4.42,75.0,310
92,434,11.05,35.0,22,5.95,4.0,574
24,914,4.8,40.0,10,3.2,16.0,533
32,400,8.16,37.0,44,4.74,3.0,128
24,863,5.2,35.0,10,2.8,12.0,685
304,892,18.85,35.0,38,10.15,21.0,1154
32,388,7.8,35.0,16,4.2,9.0,667
480,1223,40.42,40.0,92,27.08,21.0,941
224,9567,22.73,32.0,34,10.77,150.0,2927
24,850,3.9,35.0,6,2.1,19.0,877
72,364,15.18,37.0,34,8.82,7.0,189
40,1061,9.34,33.0,20,4.66,12.0,588
24,727,5.2,35.0,10,2.8,7.0,647
64,577,15.9,39.0,34,10.1,13.0,372
24,636,6.5,35.0,12,3.5,12.0,784
32,1297,7.8,35.0,14,4.2,41.0,808
24,739,3.9,35.0,6,2.1,11.0,573
32,391,7.2,40.0,16,4.8,11.0,218
32,958,4.34,38.0,8,2.66,18.0,434
24,837,5.2,35.0,10,2.8,12.0,660
176,2093,13.2,40.0,20,8.8,17.0,664
10,385,34.79,37.0,62,20.21,8.0,424
128,385,14.3,35.0,28,7.7,2.0,313
24,1032,5.2,35.0,10,2.8,19.0,591
172,725,9.0,50.0,14,9.0,11.0,1758
64,574,15.9,39.0,34,10.1,15.0,372
72,811,13.92,37.0,28,8.09,8.0,679
398,3174,22.75,35.0,34,12.25,126.0,616
112,3037,7.8,35.0,14,4.2,48.0,541
192,1835,16.9,35.0,24,9.1,11.0,593
416,832,30.36,37.0,48,17.64,15.0,1326
84,1023,9.75,35.0,12,5.25,4.0,532
28,684,8.16,37.0,12,4.74,23.0,1200
40,1500,19.14,36.0,38,10.86,34.0,2652
172,2515,13.0,35.0,20,7.0,34.0,888
40,1690,8.72,33.0,14,4.28,33.0,657
48,1213,3.01,35.0,6,1.62,34.0,716
144,2932,14.0,44.0,18,11.0,52.0,854
32,382,8.16,37.0,18,4.74,4.0,128
28,647,22.73,35.0,32,12.27,25.0,1307
36,518,12.42,31.0,16,5.58,15.0,1164
80,1117,3.9,35.0,8,2.1,18.0,1833
128,912,20.46,36.0,38,11.54,22.0,1368
400,1667,17.7,40.0,32,11.8,49.0,815
32,376,10.91,32.0,22,5.09,5.0,36
24,895,5.2,35.0,10,2.8,23.0,533
136,658,12.02,37.0,24,6.98,12.0,1040
120,1334,3.25,35.0,6,1.75,43.0,965
48,648,6.17,35.0,8,3.33,13.0,448
320,568,21.05,35.0,40,11.35,11.0,2195
32,497,16.9,35.0,38,9.1,12.0,1281
32,1142,7.8,35.0,10,4.2,24.0,397
95,1060,6.39,36.0,12,3.61,15.0,652
64,1380,3.25,35.0,6,1.75,47.0,969
24,369,7.8,35.0,16,4.2,10.0,667
80,698,9.0,40.0,14,6.0,4.0,570
32,565,17.39,37.0,36,10.11,14.0,460
40,1152,12.94,30.0,16,5.56,23.0,471
38,1185,16.25,35.0,34,8.75,34.0,1227
134,2983,20.8,35.0,32,11.2,54.0,804
24,485,9.34,33.0,20,4.66,6.0,588
16,390,4.88,35.0,6,2.63,5.0,369
16,884,3.72,38.0,6,2.28,36.0,532
96,579,8.99,40.0,18,6.01,11.0,525
40,749,9.75,35.0,20,5.25,2.0,786
176,1885,22.48,25.0,32,7.52,13.0,2068
112,1183,10.4,35.0,14,5.6,15.0,461
24,371,7.2,40.0,16,4.8,7.0,296
88,1115,3.0,50.0,6,3.0,16.0,1479
24,410,5.2,35.0,10,2.8,17.0,506
208,1258,13.65,35.0,20,7.35,13.0,519
80,375,14.3,35.0,28,7.7,4.0,636
48,1658,9.9,45.0,10,8.1,47.0,3755
102,1474,13.0,35.0,16,7.0,17.0,507
24,854,5.2,35.0,10,2.8,17.0,946
95,559,3.49,30.0,6,1.5,4.0,811
24,838,5.2,35.0,10,2.8,18.0,765
36,1312,23.1,32.0,28,10.9,38.0,855
24,1357,11.99,37.0,20,7.01,63.0,1211
48,477,6.3,37.0,14,3.7,8.0,371
224,8863,22.73,32.0,34,10.77,134.0,2927
384,544,22.87,35.0,44,12.31,7.0,1021
8,773,16.9,35.0,26,9.1,22.0,783
44,358,29.25,35.0,62,15.75,6.0,174
128,522,13.0,35.0,22,7.0,6.0,1276
144,1566,9.0,40.0,16,6.0,27.0,296
60,857,42.25,35.0,66,22.75,14.0,734
64,569,3.49,30.0,6,1.5,3.0,843
192,1202,13.65,35.0,18,7.35,34.0,559
12,905,5.2,35.0,10,2.8,17.0,685
103,531,3.49,30.0,6,1.5,3.0,811
55,1207,12.75,33.0,18,6.25,14.0,113
208,2554,17.55,35.0,24,9.45,26.0,449
69,2364,3.2,36.0,8,1.8,48.0,766
32,672,10.2,40.0,16,6.8,6.0,623
16,609,4.31,43.0,8,3.19,9.0,369
24,446,5.2,35.0,10,2.8,2.0,569
32,1240,8.92,41.0,16,6.08,27.0,1676
24,1375,4.8,40.0,10,3.2,34.0,647
24,793,3.9,35.0,6,2.1,12.0,877
65,2107,3.2,36.0,8,1.8,41.0,388
160,413,5.32,50.0,10,5.32,15.0,1952
96,843,6.5,35.0,12,3.5,11.0,652
32,856,8.62,34.0,14,4.38,13.0,2333
256,941,16.25,35.0,24,8.75,27.0,106
24,671,6.0,40.0,12,4.0,19.0,784
24,1752,6.93,23.0,8,2.07,64.0,4791
36,954,13.2,34.0,20,6.8,15.0,1003
112,2294,4.55,35.0,10,2.45,30.0,388
64,537,15.58,40.0,34,10.42,13.0,728
32,490,10.75,37.0,20,6.25,11.0,1871
128,992,17.87,35.0,34,9.63,21.0,1136
200,838,17.05,45.0,28,13.95,42.0,687
32,539,13.0,35.0,18,7.0,2.0,639
32,1896,1.95,35.0,4,1.05,44.0,1015
384,717,25.93,37.0,38,15.07,13.0,789
160,1512,12.02,35.0,18,6.48,22.0,670
152,1173,13.2,40.0,18,8.8,16.0,1189
24,404,47.88,39.0,102,30.12,7.0,730
144,1278,10.44,42.0,20,7.56,21.0,731
96,1044,6.39,36.0,12,3.61,22.0,433
40,1792,16.45,37.0,22,9.56,56.0,1323
96,566,11.03,35.0,24,5.97,1.0,770
36,1047,17.9,36.0,34,10.1,28.0,709
36,485,9.1,35.0,18,4.9,15.0,1374
24,1008,5.2,35.0,10,2.8,16.0,685
160,341,15.5,38.0,32,9.5,11.0,321
96,2927,6.0,40.0,10,4.0,41.0,666
96,1483,9.49,37.0,16,5.51,21.0,453
112,343,11.6,28.0,22,4.4,6.0,238
28,552,12.65,37.0,20,7.35,14.0,818
32,635,6.7,64.0,12,11.8,27.0,4015
124,512,18.2,35.0,40,9.8,15.0,924
88,805,10.73,29.0,22,4.28,13.0,1459
256,1225,15.6,35.0,30,8.4,16.0,515
24,679,5.2,35.0,10,2.8,8.0,712
32,339,20.93,30.0,44,8.97,1.0,143
32,586,3.0,40.0,6,2.0,17.0,1371
16,1060,5.2,35.0,10,2.8,20.0,631
112,1046,8.25,31.0,14,3.75,16.0,1457
47,1898,2.75,50.0,6,2.75,46.0,5120
80,875,3.25,35.0,6,1.75,17.0,905
47,1065,5.85,35.0,10,3.15,30.0,765
32,1832,1.95,35.0,4,1.05,48.0,1015
32,591,10.19,40.0,16,6.81,5.0,806
132,2147,18.0,25.0,26,6.0,27.0,1333
248,882,16.9,35.0,24,9.1,16.0,670
148,1155,13.0,35.0,20,7.0,28.0,759
32,749,17.07,40.0,32,11.43,24.0,162
48,1065,6.5,35.0,8,3.5,24.0,665
72,968,9.75,35.0,12,5.25,8.0,651
24,647,5.11,36.0,10,2.89,2.0,469
24,681,3.9,35.0,6,2.1,23.0,665
96,515,6.3,37.0,14,3.7,3.0,726
32,1304,8.05,43.0,10,5.95,31.0,465
72,480,6.5,57.0,10,8.5,11.0,3867
24,798,5.2,35.0,10,2.8,6.0,685
32,372,17.62,18.0,34,3.88,11.0,500
218,9109,22.73,32.0,34,10.77,143.0,2563
12,572,12.93,35.0,22,6.97,20.0,958
32,601,10.2,40.0,16,6.8,5.0,623
95,783,6.5,35.0,12,3.5,13.0,803
78,520,3.49,30.0,8,1.5,9.0,895
344,1122,18.36,37.0,26,10.64,13.0,486
32,330,6.0,40.0,14,4.0,8.0,296
44,900,11.68,35.0,22,6.32,13.0,1017
24,931,5.2,35.0,10,2.8,24.0,469
96,349,8.99,40.0,18,6.01,7.0,637
176,699,16.5,40.0,28,11.0,7.0,649
38,801,8.47,23.0,8,2.53,23.0,481
32,545,10.2,40.0,16,6.8,1.0,806
24,967,5.2,35.0,10,2.8,15.0,895
32,326,7.8,35.0,16,4.2,8.0,296
64,820,11.5,50.0,22,11.5,21.0,1420
28,641,8.16,37.0,12,4.74,15.0,1200
16,824,4.55,35.0,6,2.45,15.0,971
48,1161,5.58,38.0,8,3.42,27.0,651
48,411,5.99,40.0,14,4.01,7.0,371
352,497,61.38,32.0,74,28.62,10.0,702
48,471,12.02,37.0,16,6.98,7.0,522
128,3583,11.39,37.0,20,6.62,46.0,1014
40,891,22.77,37.0,26,13.23,11.0,905
10,328,26.0,35.0,52,14.0,5.0,294
128,560,3.5,30.0,8,1.5,3.0,843
24,325,4.8,40.0,10,3.2,3.0,247
32,436,8.39,40.0,12,5.61,15.0,516
24,725,5.2,35.0,10,2.8,15.0,685
80,548,12.28,32.0,18,5.72,3.0,568
36,342,13.68,31.0,18,6.22,6.0,756
144,1271,14.5,42.0,22,10.5,34.0,1819
102,1174,10.4,35.0,14,5.6,32.0,475
24,668,5.2,35.0,10,2.8,6.0,594
24,852,5.2,35.0,10,2.8,23.0,632
24,320,21.0,25.0,42,7.0,6.0,607
152,1265,13.2,40.0,18,8.8,22.0,933
24,644,5.2,35.0,10,2.8,18.0,594
96,989,6.5,35.0,12,3.5,16.0,721
32,1243,5.4,40.0,8,3.6,53.0,442
24,344,5.2,35.0,10,2.8,5.0,578
96,2010,9.75,35.0,12,5.25,23.0,523
96,1586,9.3,38.0,14,5.7,30.0,505
16,318,26.97,40.0,58,18.03,8.0,219
32,539,17.01,37.0,30,9.89,9.0,605
32,394,7.8,35.0,16,4.2,8.0,563
560,2727,37.88,37.0,76,22.12,79.0,265
28,373,9.66,31.0,16,4.34,13.0,785
20,673,11.73,31.0,18,5.27,8.0,239
36,1157,4.22,35.0,8,2.28,35.0,2782
96,1358,44.88,40.0,92,30.12,32.0,814
16,503,4.88,35.0,8,2.63,7.0,369
96,896,6.5,35.0,12,3.5,9.0,782
104,545,9.59,40.0,14,6.41,5.0,716
24,487,18.2,35.0,30,9.8,10.0,1036
224,1450,15.05,35.0,30,8.1,50.0,1654
144,3335,5.2,35.0,10,2.8,56.0,388
172,1523,15.6,35.0,26,8.4,22.0,444
64,1078,16.25,35.0,34,8.75,6.0,2264
224,1493,30.99,37.0,62,18.01,28.0,1045
88,527,3.25,35.0,6,1.75,5.0,400
24,439,10.15,28.0,20,3.85,9.0,714
128,2023,4.88,35.0,6,2.63,41.0,1086
364,4329,27.96,32.0,46,13.04,193.0,1102
24,428,5.2,35.0,10,2.8,4.0,619
